tag	character	n_tips	n_present	lnL_full	lnL_null	lambda0	lambda1	mu0	mu1	q01	q10	chisq	p	status
f1.25_r018	driver	150	32	-179.42870273042	-179.821331280387	1.29633759277515	1.74694171235761	0.726074874591992	1.35224040484989	3.0677328597224e-09	0.139799140864219	0.785257099935791	0.67527953361045	ok
f1.25_r018	control	150	94	-188.660488727437	-188.95969581087	1.62249965050459	1.2765693623139	1.12088483130421	0.716255674412521	3.59062156113482e-11	0.0838953531033728	0.598414166866235	0.741405860665896	ok
f1.25_r019	driver	150	133	-161.514165998478	-163.543680241214	0.624093424227462	1.17674088228187	4.33430633165802e-08	2.73736123529218e-06	0.0382237081622729	0.0681063573675126	4.05902848547208	0.131399333829389	ok
f1.25_r019	control	150	104	-183.842813375526	-183.882158305005	1.06326658850902	1.12670642405715	1.45916029795374e-08	4.47083895938432e-07	1.12096113077e-08	0.148019400395048	0.0786898589572047	0.96141903018193	ok
f1.25_r020	driver	150	136	-178.698902989433	-179.607304715692	1.11917359740617	1.06308746600643	1.12596313227589	2.71817436950777e-08	2.84628535166411e-08	0.101207684052194	1.81680345251755	0.403168082324956	ok
f1.25_r020	control	150	103	-188.824386833229	-189.417721445155	0.957579024318358	1.24717317059494	6.68393019192744e-08	0.362230334893518	0.0529505934703974	0.0964702364330534	1.18666922385142	0.552481896896233	ok
f1.25_r021	driver	150	63	-167.67764840005	-168.665657080361	1.11562808279667	1.46545650228946	0.33351909580019	0.478391058330429	3.63975779173177e-09	0.154115649857372	1.9760173606212	0.372317356208835	ok
f1.25_r021	control	150	71	-161.317673444558	-162.043473995008	1.14916092542387	1.36461694849343	0.378674601336719	0.351195339736311	3.7475687754075e-08	0.0981779165307206	1.45160110090143	0.4839369978592	ok
f1.25_r022	driver	150	108	-181.561286228732	-181.692017123002	1.06109306965187	1.1194714779627	8.65733239138308e-06	0.183452461617726	4.90809390129689e-08	0.0852622918394306	0.261461788538952	0.877453870487031	ok
f1.25_r022	control	150	81	-178.084857159203	-181.509802184662	1.4013252750192	0.883494899404635	6.65017226382552e-09	4.9048441743153e-10	0.00491618190099761	0.110355054722168	6.84989005091694	0.0325510704200891	ok
f1.25_r023	driver	150	111	-185.330484494355	-187.056740057013	0.909742621731088	1.18067824975619	0.313271042395587	0.0127628831943327	2.82111558397325e-09	0.167441555941208	3.45251112531525	0.177949484723086	ok
f1.25_r023	control	150	88	-186.385933302514	-189.938625865297	1.81832897039184	0.974849484927721	0.655872772176559	2.20106496858677e-07	1.60012493803049e-08	0.198959423006347	7.10538512556616	0.0286474007904585	ok
f1.25_r024	driver	150	124	-187.524728654599	-191.303301845232	0.614758909990611	1.66506190312992	0.14167413047425	0.91652398252069	0.266608223234916	0.115172624009251	7.55714638126682	0.0228552782970879	ok
f1.25_r024	control	150	61	-174.115339892452	-174.125230437073	1.37044514200133	1.41728017925365	0.620005771693709	0.653988221561615	5.98283239675643e-10	0.190083600109757	0.0197810892410075	0.990158205960294	ok
f1.25_r025	driver	150	113	-187.543376496745	-188.08023293198	0.935039300953999	1.18432989202938	0.136596143344717	0.130503522020722	0.0464318431604275	0.138630178190713	1.07371287046948	0.584583041625643	ok
f1.25_r025	control	150	133	-179.035266936793	-182.222591185113	0.508603810179622	1.1924906542791	0.555392864458588	0.0865568931574547	8.12165104967644e-09	0.131861727879347	6.37464849663991	0.0412821841614817	ok
f1.25_r026	driver	150	117	-165.485105890777	-166.3334859844	1.4723907754871	1.11936885222314	3.26939522704853e-06	0.106939365492561	5.52543166723032e-07	0.0742332254094847	1.69676018724539	0.428107865214727	ok
f1.25_r026	control	150	118	-161.184523002595	-161.704585914708	1.37079709537698	1.14678288364781	0.68855236832507	0.00369744884849111	3.11896995083399e-09	0.0881745009001575	1.04012582422558	0.594483146602935	ok
f1.25_r027	driver	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r027	control	150	86	-200.313737625777	-202.340486480519	1.13484768175891	0.731954718140722	0.217284397552258	3.9533942783255e-06	4.91816059032939e-07	0.0596046710575463	4.05349770948277	0.131763206862836	ok
f1.25_r028	driver	150	137	-168.911684995978	-169.646343162702	0.882012889510459	1.17430763844704	0.585855407600821	0.169888688685067	6.90339114373825e-09	0.0675421115895685	1.46931633344735	0.479669397915247	ok
f1.25_r028	control	150	89	-174.933210986854	-175.263194806249	1.122016004493	1.19361168030354	4.70812134037551e-07	0.319957569504649	4.82434728865722e-06	0.100125356912012	0.659967638789283	0.718935366147252	ok
f1.25_r029	driver	150	22	-159.04907530735	-162.408042000367	1.03155561508327	2.53702319592058	0.157809162916339	2.4054541998698	2.64818325126395e-10	0.0485335997001782	6.71793338603311	0.0347711696805898	ok
f1.25_r029	control	150	20	-166.324226257789	-168.605645851347	1.06402082914452	2.26253099401624	0.201899776823584	2.05117034502613	1.87366735120225e-08	0.0941950425264984	4.56283918711489	0.102139107729816	ok
f1.25_r030	driver	150	123	-165.034884508579	-166.251021503012	0.988067485603285	1.32547524358173	0.440790352641653	0.334324564890859	5.02970094311775e-08	0.0806675026095821	2.43227398886484	0.29637284837396	ok
f1.25_r030	control	150	118	-172.355221984548	-172.968167358962	1.80546243379346	1.1735100395909	0.988603189010289	0.237053650092905	0.217077874576188	0.0964832241614204	1.22589074882688	0.541752851861975	ok
f1.25_r031	driver	150	71	-166.779153261582	-167.852164781652	1.03460394329286	1.62373825550624	0.132575021922888	0.934554631486284	2.24367271447401e-09	0.0949344466434672	2.14602304014011	0.341977094239623	ok
f1.25_r031	control	150	34	-164.542779049638	-168.288091243892	1.38222806442747	0.748732226827802	0.25293812313932	0.0393661811060723	6.90533803231998e-10	0.189999905959194	7.49062438850711	0.023628251291817	ok
f1.25_r032	driver	150	124	-186.614345511501	-189.479130967038	1.17138163918274	1.58843583753507	1.77032280889595	0.769963764874982	1.21059427458172e-08	0.235620157885142	5.72957091107543	0.0569953578588035	ok
f1.25_r032	control	150	93	-175.081410699824	-175.351920222354	1.72956112533102	1.37848453779956	1.15488539170873	0.651833711430067	2.66195544139248e-09	0.124952968101925	0.541019045060125	0.762990634360373	ok
f1.25_r033	driver	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r033	control	150	60	-172.533714183288	-174.337969570477	0.958135269260513	1.77368824986373	0.0909166459457717	1.16994623455976	6.49685135221624e-11	0.0956023930610715	3.60851077437906	0.164596971972123	ok
f1.25_r034	driver	150	131	-145.659735111549	-148.402158171006	0.726320316764374	1.68723993848108	0.295338234399794	0.535572653420279	0.20623578800251	0.125988136682714	5.48484611891428	0.0644140785037349	ok
f1.25_r034	control	150	85	-148.1442546893	-149.686043589263	1.84284688041068	1.38852122498498	1.12087841245043	1.09759435467306e-09	3.50664300313725e-10	0.226740096853951	3.08357779992713	0.213997937905234	ok
f1.25_r035	driver	150	83	-169.453397276583	-169.74803723037	1.44188437165725	1.28145041540407	0.841960856221097	0.430514605257337	8.26555223956024e-10	0.116249704992863	0.589279907573996	0.744799701508263	ok
f1.25_r035	control	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r036	driver	150	115	-194.857731077824	-197.804852369571	0.802146570949184	1.453305261955	0.512980964982962	0.610462678275585	9.6717319616326e-08	0.153386059984608	5.89424258349544	0.0524905937686746	ok
f1.25_r036	control	150	108	-195.832626612256	-197.037729389489	1.49564467302878	1.19509830889716	1.29965120339439	0.201976389530595	3.99865808820072e-08	0.233941598842935	2.41020555446465	0.299661199581779	ok
f1.25_r037	driver	150	108	-192.696677530585	-196.26980067467	0.723226051590127	1.15376361722359	0.112729444118078	3.75072808921753e-05	6.54355364577875e-07	0.14057204496119	7.14624628816858	0.028068056066105	ok
f1.25_r037	control	150	2	-149.343599014325	-151.273028013094	1.03712526563631	0.232144236153382	1.13847765337484e-05	1.19598588871698e-05	0.00707642781210874	7.02610372666212e-10	3.85885799753777	0.14523110195039	ok
f1.25_r038	driver	150	101	-184.73849113437	-186.685892604101	1.01791507366699	1.5104597186776	0.572471522676873	0.654384731009877	3.68137315542004e-08	0.178874636855937	3.8948029394611	0.142644255827265	ok
f1.25_r038	control	150	115	-170.581882094674	-170.5833811836	1.32498957567249	1.32667881035703	0.562632907631297	0.540788031778981	8.49481688207647e-10	0.0693633289548583	0.00299817785207779	0.9985020341465	ok
f1.25_r039	driver	150	119	-194.339952827032	-196.424359120257	0.862599464705265	1.46815180009296	0.525892565845435	0.684927652977892	0.0692712609595487	0.128721322458174	4.16881258644889	0.124380944057975	ok
f1.25_r039	control	150	100	-183.625886711644	-183.642406533234	1.27668491971961	1.31701260867419	0.474319636943703	0.586551590587199	2.34428248977689e-08	0.089311686263887	0.0330396431791655	0.983615882367115	ok
f1.25_r040	driver	150	92	-182.165153217255	-182.501334270311	1.17008412855507	1.43573975830563	0.34403219130547	0.521394147238088	3.78466233137089e-09	0.166025422523918	0.672362106112473	0.714493732830733	ok
f1.25_r040	control	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r041	driver	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r041	control	150	82	-216.246963682457	-216.872331470659	0.899203162319147	0.846241838463127	5.80219546648061e-06	0.163300491975582	2.5032323061795e-06	0.084981293234853	1.25073557640417	0.535064601878027	ok
f1.25_r042	driver	150	123	-178.510472509315	-180.986194774724	0.615411903815431	1.15781470953944	4.80450957570377e-07	2.53370274134204e-06	5.29351317351544e-09	0.120384110222805	4.95144453081718	0.0841022241880204	ok
f1.25_r042	control	150	92	-175.704695106113	-175.727263998902	1.10450037178122	1.0618993988169	3.20710836790656e-07	1.21008291977516e-07	3.47176562107136e-08	0.122316866965359	0.0451377855785609	0.97768387950364	ok
f1.25_r043	driver	150	131	-188.570872218248	-190.867929643077	1.24317444386122	1.16904351598549	2.09559574131898	0.149846225581237	3.23573349195124e-07	0.233505706847587	4.59411484965892	0.100554297391095	ok
f1.25_r043	control	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r044	driver	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r044	control	150	9	-177.864331816891	-181.778888309082	0.881786844805703	1.93588678608365	0.096570850655144	2.067219157139	1.49423623382631e-09	0.0176366647550093	7.82911298438171	0.0199493943961275	ok
f1.25_r045	driver	150	109	-171.230239938321	-172.399233785272	1.38462846833926	1.550082376038	1.02633835242936	0.72719778138466	1.31522839259247e-08	0.126204758588448	2.33798769390052	0.310679375061729	ok
f1.25_r045	control	150	96	-168.121052730666	-168.715838925898	1.8807096815202	1.33405052539411	1.18381572728864	0.600123145904584	1.42887420444808e-10	0.126024084903141	1.18957239046267	0.551680505182173	ok
f1.25_r046	driver	150	116	-201.003749599602	-204.535183078385	0.584291912434042	1.21704945562685	6.46039920756966e-06	0.403479568691439	6.61963164913955e-08	0.0801255487029254	7.06286695756688	0.0292629379862838	ok
f1.25_r046	control	150	110	-217.723220330633	-218.591429208636	1.26124025611336	0.938512975115381	0.869567265460545	3.31637459760051e-06	3.07240404529581e-07	0.17771493885848	1.73641775600657	0.419702615007463	ok
f1.25_r047	driver	150	110	-145.234191280543	-146.157391007708	1.15544254157377	1.65850487725374	9.44562830990504e-06	0.605115634618999	2.65400041340154e-06	0.0996731630862027	1.8463994543302	0.397245926778368	ok
f1.25_r047	control	150	73	-122.485061491972	-122.648666855425	1.31750308454781	1.5552130827837	0.0487474731605985	0.49061623686195	4.35544693090043e-09	0.0475530490546745	0.327210726906372	0.849077032600246	ok
f1.25_r048	driver	150	125	-175.378097787845	-178.817353512157	0.568874415267506	1.18912445654847	8.91917037728756e-05	0.0269294578413364	2.57451064151497e-07	0.106501915303336	6.8785114486223	0.0320885591768815	ok
f1.25_r048	control	150	134	-176.495963568075	-177.37020858253	0.715922486236302	1.12733598172118	3.41356810162866e-06	0.017503222951097	0.432295695114051	0.0953543806371725	1.74849002890988	0.417176863313891	ok
f1.25_r049	driver	150	117	-170.688677150476	-171.581746086013	1.59664475270114	1.28294070639195	1.16277690343483	0.18539746661814	6.6862293057072e-08	0.153853165680129	1.78613787107349	0.409397408595533	ok
f1.25_r049	control	150	89	-168.549802951194	-168.775485763846	1.51410064229659	1.22942077214614	0.572292771966524	0.228642790790319	8.95760807316276e-09	0.166228897631111	0.451365625303822	0.797971167887444	ok
f1.25_r050	driver	150	93	-159.90718238307	-161.565776733105	0.956485117301138	1.63131994037908	4.42227231019464e-05	0.78448114521163	8.5084440866754e-07	0.0701224605841019	3.31718870006944	0.190406436883569	ok
f1.25_r050	control	150	10	-142.480515536234	-144.408832734319	1.37521951594265	0.71358011900311	0.34488501017748	7.98370376011906e-07	7.41655583647804e-10	0.379677075640698	3.85663439616985	0.145392659782283	ok
f1.25_r051	driver	150	119	-185.218552640021	-187.300350217765	0.786329314801458	1.16081730438271	0.301897667869744	1.81346353635643e-06	2.57534209195397e-08	0.16214110277478	4.16359515548908	0.124705842151233	ok
f1.25_r051	control	150	92	-183.051838607526	-186.01819307509	0.815941604201191	1.54828693305382	3.05559410832047e-06	0.610253374589612	1.62199846124432e-06	0.171340232794439	5.93270893512715	0.0514906795365767	ok
f1.25_r052	driver	150	78	-166.21495213883	-168.97568535226	1.07215637621814	1.99578854972967	0.494518850342169	1.33432070901302	8.83842573547731e-09	0.104775088540759	5.52146642686017	0.0632453789937968	ok
f1.25_r052	control	150	42	-159.625208301672	-161.160823896761	1.38769221714783	1.70279850028126	0.511800611669708	1.36520738093949	1.86985703085751e-09	0.0661048907020306	3.07123119017842	0.215323098520194	ok
f1.25_r053	driver	150	17	-203.659697775081	-204.838590203818	0.77504130566742	1.45246642157001	0.096739183013922	1.17796048954938	1.90233023055455e-09	0.110637011871478	2.35778485747443	0.307619260242853	ok
f1.25_r053	control	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r054	driver	150	128	-156.286282654338	-158.2238036793	1.76366150423208	1.45259182525987	1.8299991334231	0.348117747891378	3.73175065345041e-10	0.176125416425943	3.87504204992462	0.144060630200292	ok
f1.25_r054	control	150	78	-151.771155846447	-151.927200878276	1.41807480681031	1.57030912382694	0.33829836795827	0.724606057478701	1.5071459939738e-09	0.117475251261086	0.312090063658729	0.855520663843013	ok
f1.25_r055	driver	150	133	-177.134099739174	-179.019506382542	0.7089493363274	1.71657207872416	0.060787243395898	1.09079116049455	0.692069897743488	0.0809043194317302	3.77081328673506	0.151767331700851	ok
f1.25_r055	control	150	59	-162.058689144923	-162.22554812641	1.70237350323346	1.4233632297724	1.1393911754124	0.778599149932703	4.53586653816838e-10	0.140461898170378	0.333717962975413	0.846318949561734	ok
f1.25_r056	driver	150	121	-170.279378490239	-170.955509891563	0.848097565063308	1.16077549080236	2.64393303143728e-08	0.115409382898724	9.113388053781e-10	0.067095367910406	1.3522628026472	0.508580686114152	ok
f1.25_r056	control	150	129	-175.415707640281	-176.450087867195	0.897905396744617	1.10521265037283	0.516923879827021	2.40154242693727e-09	3.68137190625709e-08	0.113563042761484	2.06876045382836	0.355446608913863	ok
f1.25_r057	driver	150	93	-176.173466271763	-176.982789026516	0.904513646486483	1.24321592067029	1.93225551489421e-07	0.266382692704353	2.46775754200414e-08	0.100332008303944	1.61864550950611	0.445159446276441	ok
f1.25_r057	control	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r058	driver	150	127	-151.34284214389	-151.627276445266	1.53228504688237	1.58377712555079	0.99446686476219	0.609124384375595	3.42105259563089e-09	0.0896451071953405	0.568868602752048	0.75243978809885	ok
f1.25_r058	control	150	41	-134.256446923542	-134.561699946558	1.63966025230297	1.38079675805302	0.654472040982374	0.523405670264939	1.11854210534712e-09	0.129481076398513	0.610506046030821	0.736936888806277	ok
f1.25_r059	driver	150	68	-187.481781051222	-190.956698712319	0.779268986496972	1.53457990719822	5.68647919747932e-09	0.709906166778056	8.52522151761675e-11	0.137120151100273	6.9498353221943	0.0309643832915628	ok
f1.25_r059	control	150	98	-198.038772101461	-198.32168743852	0.844567027371327	0.97543877565076	4.0451376606519e-09	4.86566769594563e-08	1.48788799346364e-07	0.120019098441487	0.565830674117933	0.753583585761705	ok
f1.25_r060	driver	150	105	-178.532760687005	-179.969138187415	0.800930458232033	1.25272542388622	2.5407110813728e-07	0.30611143101037	3.9460842095073e-08	0.0893835332634905	2.87275500081904	0.237787585812378	ok
f1.25_r060	control	150	66	-168.106501837828	-171.195965311416	1.25993139991614	0.900297427770009	7.12990910877215e-08	0.144592276922146	7.11910636967308e-10	0.0654310382097351	6.17892694717648	0.0455263739552275	ok
f1.25_r061	driver	150	117	-179.778011479547	-180.744717041706	0.987707094153068	1.32548991542074	0.41394659516224	0.312701375561206	7.37633941148479e-09	0.136762139607968	1.93341112431773	0.380333963024868	ok
f1.25_r061	control	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r062	driver	150	104	-170.696269681574	-170.706925661639	1.29953007927481	1.35456219966949	0.468243786453452	0.514822794764944	1.98185252065271e-07	0.0952272528107455	0.0213119601294807	0.989400593762655	ok
f1.25_r062	control	150	80	-177.151634209944	-177.294539650485	1.31588278532092	1.36015453053262	0.569644942464801	0.460189876848272	4.11426734486585e-08	0.157951553687305	0.285810881082114	0.86683603256644	ok
f1.25_r063	driver	150	51	-190.143620302446	-190.855951081422	0.952923455332562	0.860339046883375	1.25453099315574e-06	0.152304285503285	8.50545008329718e-11	0.0929430101568872	1.42466155795279	0.490499617900808	ok
f1.25_r063	control	150	56	-200.669628399009	-202.354519082665	1.01588415105594	0.810975471758409	4.01834558364535e-09	0.12008234546787	7.64766486827928e-10	0.110347233550831	3.36978136731193	0.185464705171371	ok
f1.25_r064	driver	150	107	-175.117040690416	-175.679170804078	1.19777261484669	1.55929783850519	0.609872979392067	0.833151582567432	1.73903842331015e-07	0.0893747380055995	1.12426022732444	0.569993618595774	ok
f1.25_r064	control	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r065	driver	150	110	-182.668233843328	-186.313128673606	0.710973903608614	1.60962584275451	0.083403500807567	0.870999819979829	7.83975510610834e-08	0.0932689437052912	7.28978966055723	0.0261241571797799	ok
f1.25_r065	control	150	32	-158.641708528417	-160.187399807905	1.15427161523591	1.67425819202704	0.201273693269305	1.30785727106135	9.90833250834218e-09	0.0752910870851557	3.09138255897687	0.213164464057344	ok
f1.25_r066	driver	150	86	-175.897961704715	-176.870795567922	1.6729187876134	1.08583535734721	1.0611257494284	0.321724063847805	1.20653344142958e-08	0.109090595485117	1.94566772641485	0.378010289358675	ok
f1.25_r066	control	150	45	-178.249773531705	-179.605514027484	1.10537433005785	1.71915280461634	0.208895398639207	1.30583431884968	0.00402411681390025	0.0993282969556883	2.71148099155812	0.257756356272247	ok
f1.25_r067	driver	150	59	-170.201528975603	-171.608882822132	1.02527900804392	1.48294207214706	0.233894814120883	0.50414938734659	1.58570976948354e-09	0.156115246078296	2.81470769305713	0.244790179265406	ok
f1.25_r067	control	150	87	-182.16868915575	-182.695388325866	1.26794682880663	1.12429656725303	0.174798514827974	0.3185303741555	6.42557111746819e-08	0.104048016762835	1.05339834023044	0.590551064649849	ok
f1.25_r068	driver	150	111	-174.226182638729	-175.631492603291	1.05985281614957	1.4525008394787	0.578823046450113	0.650334703851493	0.0110289049092426	0.0770876577718932	2.81061992912396	0.245291013146723	ok
f1.25_r068	control	150	60	-168.114836978098	-168.223951562278	1.45583618127716	1.27268499477585	0.770774915973378	0.567852509617844	2.68709741015384e-09	0.0995337084926351	0.218229168359358	0.896627672265555	ok
f1.25_r069	driver	150	105	-187.884261459551	-190.271291814364	0.865088435137523	1.16460334014535	0.187320196902211	3.47627228047327e-09	0.1193671211518	0.0920641667707061	4.77406070962456	0.0919021959591107	ok
f1.25_r069	control	150	102	-188.758300941726	-189.231681120713	1.18193838201964	0.972504313657754	6.20029639734564e-07	6.86854973249035e-07	1.60834252214774e-07	0.106490378350017	0.946760357974767	0.622893215244866	ok
f1.25_r070	driver	150	107	-195.306340098057	-195.917007137723	0.917088572765884	1.22943073717332	0.162939114130293	0.318601929606348	1.01898634380985e-07	0.133933298369631	1.22133407933177	0.54298855334525	ok
f1.25_r070	control	150	109	-188.176577514954	-189.066459333091	0.83166128707323	1.25793825335163	5.21920903754786e-05	0.362764770980594	4.95675403701908e-07	0.104393139545269	1.77976363627437	0.4107042876821	ok
f1.25_r071	driver	150	90	-209.214886765953	-211.585503824986	0.860025499610543	1.01092514807426	0.349084201874004	8.05784967938563e-07	2.82512433685405e-10	0.177752747797958	4.7412341180667	0.0934230609447516	ok
f1.25_r071	control	150	89	-208.436564391906	-209.30813734308	0.943530793763433	0.96638670046886	0.374695034782824	0.0289559610169409	9.88596059548296e-09	0.169619556906272	1.74314590234843	0.418293076924482	ok
f1.25_r072	driver	150	89	-193.566165935976	-195.787248681151	1.02826192043127	1.4903577530215	0.551116401091439	0.647304862084893	0.0223047116860802	0.181268519376621	4.44216549035059	0.108491576476659	ok
f1.25_r072	control	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r073	driver	150	95	-177.469934965436	-178.208676982577	0.93869357046315	1.36131257769658	7.68549103709994e-07	0.592316091056909	7.09298959907187e-11	0.0697340706782432	1.47748403428324	0.477714494327975	ok
f1.25_r073	control	150	27	-152.309309430761	-152.902478804847	1.21640143498037	1.0457289452423	0.311313437778375	0.43104882331888	4.56546523885768e-10	0.0572050929213614	1.18633874817118	0.552573195354355	ok
f1.25_r074	driver	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r074	control	150	103	-228.968499778041	-230.876934265053	1.15743703017176	1.37245832562472	1.11863851614344	0.819924739166248	0.0367866034568935	0.184595232827343	3.81686897402506	0.148312389918592	ok
f1.25_r075	driver	150	89	-186.833068482377	-189.348947077015	0.80628848691854	1.60226894720648	0.0955632730046864	0.951277870679288	2.87979399902096e-08	0.0749741191924621	5.03175718927736	0.0807918976866274	ok
f1.25_r075	control	150	88	-204.489687858297	-205.692139962705	1.66833566397766	1.01589341060008	1.12334356978779	0.207218822431076	1.89389398563184e-09	0.174403461123668	2.40490420881633	0.300456557030467	ok
f1.25_r076	driver	150	114	-162.365357018299	-163.585409967886	1.62968062505748	1.24251842640169	1.14185160063492	0.0275910058450329	5.8842842048437e-10	0.158542300913266	2.44010589917423	0.295214535022427	ok
f1.25_r076	control	150	90	-159.937609575838	-160.784908764073	1.17092962432565	1.39175978834924	0.337353606944391	0.232221788042445	2.90346298361808e-09	0.153167055722241	1.69459837647059	0.428570859494052	ok
f1.25_r077	driver	150	122	-173.928260104827	-173.937899902878	1.05877534764283	1.09643337951634	1.23745974357641e-08	1.5848350006098e-07	9.46725383917086e-07	0.0852012187105025	0.0192795961016259	0.990406515864017	ok
f1.25_r077	control	150	115	-172.088831326177	-172.282304323982	0.974572738238336	1.11872288982329	1.57035168888886e-06	1.4057810350408e-07	3.46026564041736e-07	0.0931744912816411	0.386945995610176	0.824092088189874	ok
f1.25_r078	driver	150	103	-156.821896984811	-157.240528018883	1.0154143149986	1.21426714468325	1.53435188974782e-08	0.021552195209495	1.51452635627323e-08	0.0883950978868268	0.837262068142934	0.657946910480993	ok
f1.25_r078	control	150	118	-177.426337193512	-177.558992420514	1.14707491863352	1.17140981476712	0.33463641805535	1.96411741776779e-08	1.03595562941508e-07	0.149915113287743	0.265310454002588	0.875766980872397	ok
f1.25_r079	driver	150	122	-179.393477787705	-183.636836538497	0.592428396638274	1.44949838792843	2.64702666729344e-07	0.442507147430441	0.15480153093957	0.119807690867953	8.48671750158326	0.0143592815092065	ok
f1.25_r079	control	150	116	-174.185099612958	-174.778925357171	0.950339981119326	1.36322849877031	0.0897872644192239	0.443185547843214	8.41562820468179e-09	0.0874044770503889	1.18765148842698	0.552210621819683	ok
f1.25_r080	driver	150	109	-166.9794777234	-167.504308846149	1.31232619468831	1.42260649624823	0.733552675194203	0.476252337374209	9.07926663177804e-08	0.131332403532803	1.04966224549838	0.591655273046365	ok
f1.25_r080	control	150	79	-180.419158540434	-180.54354711368	1.50778906081154	1.29643183024803	0.714911322529448	0.363228375632527	0.044569884281022	0.221615999776255	0.248777146492841	0.883036649791913	ok
f1.25_r081	driver	150	120	-151.953473242863	-152.864839943579	1.07260370827148	1.4730810803148	0.246368875683228	0.137058906189115	4.42658818923961e-09	0.150479834352855	1.82273340143161	0.401974469648949	ok
f1.25_r081	control	150	113	-140.198153532918	-143.042295219005	0.90358213572248	1.60559670299774	6.0432101162528e-09	0.243565043397199	1.27605647973078e-09	0.128970768212477	5.68828337217531	0.058184185609714	ok
f1.25_r082	driver	150	99	-177.529391058298	-177.810732842696	1.16581786484084	1.20999381256508	1.6543594931483e-07	0.36270848879199	0.0191905859405496	0.0789100090157553	0.562683568795251	0.754770322670264	ok
f1.25_r082	control	150	109	-189.291220657511	-189.308022970829	1.17112753544111	1.23270887388629	0.290014451278244	0.324209314856867	1.74502900655791e-08	0.12816491233561	0.0336046266357926	0.983338058259862	ok
f1.25_r083	driver	150	90	-190.772193013094	-191.498269075818	0.920977673353528	1.24644947450252	0.263019522987085	0.509418769040582	1.81365063818994e-09	0.0873354153254762	1.45215212544792	0.48380368564223	ok
f1.25_r083	control	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skipped_invariant
f1.25_r084	driver	150	43	-190.980419318152	-191.857062923621	0.827237384232909	1.24616526586053	8.37216635267486e-09	0.609251069625846	3.78670420402726e-09	0.0857157630519812	1.75328721093655	0.416177425738736	ok
f1.25_r084	control	150	98	-236.709645682616	-237.237841927885	0.935189991066646	0.907328696615951	0.442928507347744	7.40115694828561e-08	0.0904467600528704	0.228872179181681	1.0563924905386	0.589667626775193	ok
f1.25_r085	driver	150	78	-174.047878912321	-174.172039138516	1.22714714954148	1.04600293225158	0.332909942536518	0.0231415735631659	1.13069660849136e-08	0.130896959473107	0.248320452389862	0.883238311630817	ok
f1.25_r085	control	150	90	-165.540350459832	-166.327158837857	0.973052301189392	1.34893631827944	9.65091697355329e-08	0.499019161039856	7.64832499869909e-08	0.0567515298624628	1.57361675605108	0.455295610298963	ok
f1.25_r086	driver	150	103	-189.18427068846	-191.214810715385	0.74999553914171	1.32776772413845	4.10009281175632e-06	0.487190877862404	2.45265181882134e-07	0.0984962875920514	4.06108005385147	0.131264615577949	ok
f1.25_r086	control	150	93	-177.283208962974	-177.862059204041	0.904777986639037	1.26278520419521	6.43952790818519e-06	0.468602504773277	9.3590738329353e-09	0.0583315263588781	1.15770048213375	0.56054248493347	ok
f1.25_r087	driver	150	128	-165.884602811887	-169.947164374299	0.966723062451727	1.48704236306662	1.58472875489128	0.227177910669556	3.06307747483078e-08	0.27247570665106	8.12512312482534	0.0172048912186349	ok
f1.25_r087	control	150	79	-151.62184372859	-154.054311974111	1.63787432554944	1.10351903122338	0.035215041640665	0.0535078424900443	1.08630006238048e-08	0.138286055374808	4.86493649104301	0.0878198040147011	ok
f1.25_r088	driver	150	115	-175.970004018598	-176.163400318078	1.07694172787074	1.1994358683577	0.124290531159796	2.83322726444796e-09	0.165314465560424	0.165634763387489	0.386792598960028	0.824155297096722	ok
f1.25_r088	control	150	117	-166.346636476647	-166.694023757342	1.07657218645946	1.20759183355737	0.204872736865381	5.33608532865891e-06	7.30811464915434e-07	0.124687943310287	0.694774561391	0.706531649197368	ok
f1.25_r089	driver	150	35	-193.473858615777	-193.492251068625	0.850949605093292	0.900602692733297	5.73062146272534e-06	0.0970992320540553	8.38563117097238e-08	0.154606286287912	0.0367849056972887	0.981775656089278	ok
