tag	character	n_tips	n_present	lnL_full	lnL_null	lambda0	lambda1	mu0	mu1	q01	q10	chisq	p	status
n500_f3.0_r037	driver	500	469	-72.6969614700694	-88.5602604947334	0.723151855536846	3.10674596853821	2.20871114787014e-08	0.59949002661617	8.1520055396997e-10	0.0951778243558657	31.726598049328	1.29019920159651e-07	ok
n500_f3.0_r037	control	500	454	-94.1522793805852	-95.2526654108311	2.34101913194654	2.97928573099622	0.830998454549151	0.609347944705086	4.82816405491525e-08	0.105603689351012	2.2007720604918	0.332742610190712	ok
n500_f3.0_r038	driver	500	457	-93.3043802229095	-101.720561680641	1.19072710480641	2.90025474100706	4.3188735826817e-08	0.236893307664271	3.888119265237e-08	0.123969576203044	16.8323629154628	0.000221257924508208	ok
n500_f3.0_r038	control	500	399	-102.533948361804	-102.795811990136	2.56395967874545	2.82507952838563	1.31903376555577e-07	0.348495567543655	2.03413833425577e-06	0.126440104504418	0.523727256664728	0.769615970364856	ok
n500_f3.0_r039	driver	500	475	-93.3959452388671	-101.169695709045	1.04458203965156	3.65239353205394	2.64702212988363	1.63628639941453	2.91719950690787e-06	0.187125835281229	15.547500940355	0.00042063273426609	ok
n500_f3.0_r039	control	500	230	-67.0197745988893	-67.4406455619545	3.45779775647076	3.66008104096343	1.71293312417987	1.62942365444317	2.7088240261013e-09	0.192126815539323	0.841741926130396	0.656474805440748	ok
n500_f3.0_r040	driver	500	458	-109.787107024273	-119.144669989498	1.1098426522534	2.85220019469273	1.3026486687339e-07	0.263144590481334	1.0433754919331e-06	0.121718313225141	18.7151259304506	8.63101835390484e-05	ok
n500_f3.0_r040	control	500	425	-130.425674934618	-131.184276685462	2.19239342793371	2.71385690346287	7.25755938038807e-08	0.179403713594859	1.07223093835831e-08	0.143683352520314	1.51720350168824	0.468320798577341	ok
n500_f3.0_r041	driver	500	465	-63.7650759279249	-73.7637399068409	1.09812763298213	3.28575524118936	3.67857497289861e-09	0.801247923060954	1.326070921461e-09	0.0896875819758812	19.9973279578319	4.54606255622678e-05	ok
n500_f3.0_r041	control	500	430	-69.5497256788939	-70.9228360361758	4.32102474457625	2.94687740980155	2.00814721584593	0.55177341375712	8.89075918084234e-09	0.112171328525399	2.7462207145638	0.25331782400372	ok
n500_f3.0_r042	driver	500	467	-75.7879819635677	-82.8877903104242	1.1263044248786	2.89273625082832	0.561384889672578	6.05472689848428e-08	2.5825115512118e-07	0.158118690205968	14.1996166937128	0.000825263072372634	ok
n500_f3.0_r042	control	500	448	-81.7065742855977	-83.2312748197809	2.0756180835361	2.84639480833588	1.74639923730131e-05	5.94924679918172e-06	6.91998732038459e-06	0.130118292916372	3.04940106836636	0.217686236691862	ok
n500_f3.0_r043	driver	500	450	-119.674322070164	-133.80247183441	1.13282977831234	3.01272983239546	0.27352755977992	0.482569446506055	1.24528889279663e-08	0.144796836222987	28.2562995284923	7.31513790543614e-07	ok
n500_f3.0_r043	control	500	444	-111.262568529995	-111.736230264261	2.50254532689457	2.9757115333568	0.720920953977026	0.755896940896368	1.56960953171728e-06	0.112966783249965	0.947323468532176	0.622717861059152	ok
n500_f3.0_r044	driver	500	476	-89.4215176796729	-96.9192618584742	0.785361793862547	2.97375138454553	9.16160615054306e-08	0.573460991954967	0.0776192396198426	0.0856619623580626	14.9954883576027	0.000554333437901746	ok
n500_f3.0_r044	control	500	419	-100.807328234829	-102.979546778543	4.01752032614507	2.60420721635597	1.39106637843322	0.181486850682397	5.88483359027033e-09	0.119664096051095	4.34443708742674	0.113924589656426	ok
n500_f3.0_r045	driver	500	477	-39.5390155469418	-44.4015209661198	1.12558965770418	2.91431623571447	2.19159822239863e-06	0.0334308299914164	2.76548472411778e-08	0.0836289530386724	9.7250108383561	0.0077310899852334	ok
n500_f3.0_r045	control	500	447	-53.7648298766215	-54.4342135053099	2.34486103423474	2.88387240723265	2.55895097818418e-05	0.0395225545008232	8.51941232834642e-08	0.105647199636643	1.33876725737672	0.512024077496308	ok
n500_f3.0_r046	driver	500	474	-67.628254882773	-72.4340008273015	1.14059559411295	3.00161812121155	4.85710601045996e-06	0.452934216782087	0.106371106418833	0.0868157420045902	9.61149188905699	0.00818259497532326	ok
n500_f3.0_r046	control	500	374	-62.5211333505357	-63.9891735321226	2.35755897502823	3.06344794729822	0.00196585157481354	0.500369229507924	4.90460759903994e-08	0.0871332456278092	2.93608036317387	0.230376539233868	ok
n500_f3.0_r047	driver	500	457	-81.2007141095061	-87.9710102006653	1.39880946611136	3.06679192524659	0.143895899970822	0.351243994614379	1.27692740169399e-07	0.130746618290796	13.5405921823184	0.00114735487896602	ok
n500_f3.0_r047	control	500	458	-66.1558241576843	-67.8653085881368	3.30281809766187	2.88780658645897	2.36377233167642	0.154027617469332	6.82692438605991e-09	0.14955449020099	3.41896886090498	0.180959065554258	ok
n500_f3.0_r048	driver	500	462	-81.8090210505869	-93.5204466994132	0.978084271370367	3.40950487300085	0.379885949154124	1.00599989828853	2.47083501769201e-07	0.140218576567441	23.4228512976526	8.19959619985854e-06	ok
n500_f3.0_r048	control	500	380	-77.5058002185734	-77.519438991137	3.12276782560755	3.21801030400573	0.838861824463197	0.937145680322129	3.98607282666489e-09	0.135983003039565	0.0272775451271059	0.986453814094208	ok
n500_f3.0_r049	driver	500	469	-92.1970615377451	-102.301963143731	0.468289425075894	2.88704029339949	3.11422679826327e-06	1.08394928345234e-07	1.01633189922311	0.215770755335433	20.209803211971	4.08786921096086e-05	ok
n500_f3.0_r049	control	500	419	-97.9387097399582	-97.9599016280559	2.67332325836712	2.75466356446896	3.541669415944e-08	1.87476112575294e-07	0.0664152448296063	0.15035590339736	0.0423837761952939	0.979031082131947	ok
n500_f3.0_r050	driver	500	476	-61.5038199238205	-67.4933714159083	1.02907597558487	2.88317444969589	0.807166573501155	5.25721310017544e-06	5.70453765810241e-07	0.128937319087134	11.9791029841755	0.00250478721519364	ok
n500_f3.0_r050	control	500	272	-52.3806859931315	-52.5225886298213	2.87706390224432	2.7393481440107	9.45489094099533e-05	1.1454290972222e-06	5.56147264431068e-07	0.155441593703773	0.283805273379542	0.867705735075961	ok
n500_f3.0_r051	driver	500	475	-58.8406265237845	-64.7915242347782	1.24553314234426	3.08404115271988	0.714077490648976	0.453312838555511	2.25592199123993e-09	0.104310631970954	11.9017954219874	0.00260350227641713	ok
